x,y,label
-1.2861090372122919,1.9549094882351397,blue
0.11584876313922039,1.4225977705277637,blue
-3.879472140095473,-1.2776179526276432,blue
6.006625522194105,0.7389125830495974,blue
-4.383577246237283,0.040609119153159345,blue
-0.43670710732149925,0.29302938286561164,blue
1.8489483277608942,0.1355956933544067,blue
5.312487823801098,0.28304772025267155,blue
3.085711052458376,0.6881130658149515,blue
-4.1864329097273885,1.3934144654633407,blue
3.0910535725345807,2.058984077642816,blue
-4.382958318372374,0.861931556569624,blue
-1.4033095019482167,0.04716841642720737,blue
-0.5443108913098085,2.4335074184193872,blue
1.7346200523213184,1.2143698149046207,blue
6.135757842023561,0.3059830075916242,blue
1.63125331091742,0.5321189687305339,blue
5.021373914517742,0.8389256993103605,blue
-0.5506553036556456,0.7437421732661614,blue
3.081875078114582,2.0821382269001054,blue
-0.664615242969996,2.420719804822017,blue
-0.309766983095201,-0.26648255179748837,blue
-5.691302159504849,2.3807241633424807,blue
4.856185531059471,1.4644731764914782,blue
-1.136019025770497,1.2372997819697529,blue
-1.0620573178545947,-0.5086767336710896,blue
5.712200335122006,-0.3685122474256258,blue
2.829797624915612,-0.6184866823198426,blue
5.430563579135974,0.27419512641165433,blue
2.90119675833766,0.007971482724994372,blue
-0.4935966175134013,0.020289928464601314,blue
-3.9259529611791266,1.0012661320668481,blue
5.556377628707975,1.5415397592286455,blue
-1.684845568541433,1.7475735736913978,blue
-0.05490179934943046,0.7424293871539711,blue
6.253024366904919,2.178071497423292,blue
5.131550227070359,0.9495194056795947,blue
2.8348333002553705,-0.6403920306223565,blue
6.254871823097042,0.8413737778451619,blue
2.151627604156477,0.6942967100819131,blue
-1.2720721582107213,0.7132898430432483,blue
0.011267361215582195,2.319323566426644,blue
2.182534525322025,0.5601050475332714,blue
2.2966374039365873,-0.6746744049794973,blue
-3.863687352844026,1.9439533726749125,blue
-3.5868786119803677,2.2792386407565695,blue
-3.869369865061467,1.312962784361591,blue
-0.9221596425845194,0.9543512060368758,blue
-1.2032284885620077,-0.5353205701914349,blue
-4.289507284795302,0.7053212295114808,blue
-1.3056154997626572,2.0407711387957654,blue
1.9484900243472463,1.7457394892256606,blue
2.471836564980666,2.2194989565722696,blue
6.000799558286675,2.226621287837252,blue
2.4611215017296253,0.01120757726292998,blue
-2.81345854284489,1.9022769486718731,blue
-4.426661212445259,2.3639858409936454,blue
5.409690005534275,1.9968897838585127,blue
-3.0857721458696017,1.0826451361850546,blue
-3.743500020113518,1.805915774458129,blue
5.825161355477383,-0.7317971527122263,blue
-0.964894396559058,0.1850100281146222,blue
2.606781754569135,-0.42908125729305857,blue
3.193915702718297,2.007671549543113,blue
-0.42125836501027897,-0.0906776447986829,blue
2.1955316429662033,0.6917065538476769,blue
5.705319267118418,-0.29094415225698056,blue
0.15090322296657874,1.488705140446095,blue
-4.045353761280292,0.34390240469090394,blue
1.731087917185374,1.112207964388912,blue
1.9158427380980436,1.385121599213437,blue
3.085862288783441,1.5706407408146776,blue
1.776158869504508,0.8306011078726361,blue
2.6359421708587396,0.9703840860762292,blue
1.918110842433622,1.5558194440023536,blue
2.7696940013446634,1.1150094313370413,blue
2.451227965374417,1.836055377041344,blue
2.696865670326657,0.48491044945412454,blue
5.693049277918143,1.3633839701708301,blue
4.838297351017305,0.9760377017767635,blue
2.32746594741091,0.8777974037932329,blue
5.279339223106717,1.8771876988165193,blue
1.915019634984783,1.6936664826588204,blue
5.662145620886049,0.8342919768720625,blue
-0.15298016916205703,2.261086112573131,blue
2.6187956777593624,2.1000918693402184,blue
1.5519962371614995,0.6142745435690117,blue
1.4763897825511827,1.187393271115027,blue
-4.744691994889646,2.13930297105186,blue
5.8647470788709555,0.4957824120510623,blue
-0.08281630914408808,0.8890872882358125,blue
-4.716355966821397,1.2854452732190946,blue
-3.2289950232497704,1.3662144958121507,blue
5.589063352917296,0.7073471102660739,blue
2.047621997601582,0.015403023098102264,blue
-2.694791596138915,2.070105921408454,blue
3.0801270849481424,0.771578708107204,blue
2.161171193532444,0.5325928308380656,blue
5.337326557919935,0.7560434197355537,blue
-3.8792043811459322,-0.8576082240110594,blue
-4.091696739761881,1.7483361363573124,blue
1.233218581490149,1.9280698615445169,blue
-0.5695371583157408,-0.38021307877568356,blue
1.8680345445392845,0.8758667631659239,blue
2.64703181164095,-0.1288074628896807,blue
-4.819021312794997,1.6895372208922355,blue
1.6399339887745805,0.2932286517277721,blue
-4.310397415291898,0.706383868427295,blue
2.9376968026867036,0.6933140348598082,blue
2.009767442671607,0.866549501529289,blue
-4.2866384858262,1.8958884051834823,blue
-1.9350229791500175,1.9888295635017434,blue
2.524489255490645,2.489898581647938,blue
1.8989581578606411,0.5562634700118307,blue
